110.215;-7.937;8;106.3
110.215;-7.935;7;106.3
110.215;-7.933;7;106.5
110.215;-7.931;10;107.1
110.215;-7.929;16;108.2
110.215;-7.927;19;108.8
110.215;-7.925;24;109.8
110.215;-7.923;34;111.2
110.215;-7.921;44;112.4
110.215;-7.919;54;113.8
110.215;-7.917;58;114.8
110.215;-7.915;53;114.4
110.215;-7.913;46;114.1
110.215;-7.911;45;114.6
110.215;-7.909;41;114.3
110.215;-7.907;29;113.4
110.215;-7.905;28;113.9
110.215;-7.903;34;115
110.215;-7.901;29;114.7
110.215;-7.899;33;115.8
110.215;-7.897;29;115.6
110.215;-7.895;37;116.7
110.215;-7.893;42;117.8
110.215;-7.891;29;116.9
110.215;-7.889;27;116.9
110.215;-7.887;27;117.4
110.215;-7.885;27;117.9
110.215;-7.883;27;118.2
110.215;-7.881;28;118.6
110.215;-7.879;30;119.2
110.215;-7.877;29;119.5
110.215;-7.875;31;119.8
110.215;-7.873;35;120.8
110.215;-7.871;37;121.2
110.215;-7.869;38;121.6
110.215;-7.867;34;121.5
110.215;-7.865;36;121.9
110.215;-7.863;40;122.6
110.215;-7.861;39;122.6
110.215;-7.859;40;123.1
110.215;-7.857;43;123.8
110.215;-7.855;52;125.1
110.215;-7.853;59;125.9
110.215;-7.851;71;127.5
110.215;-7.849;60;126.3
110.215;-7.847;54;125.8
110.217;-7.975;5;105.7
110.217;-7.973;5;105.4
110.217;-7.971;9;105.8
110.217;-7.969;13;106.1
110.217;-7.967;12;105.9
110.217;-7.965;12;105.6
110.217;-7.963;12;105.6
110.217;-7.961;11;105.5
110.217;-7.959;8;105
110.217;-7.957;6;104.8
110.217;-7.955;7;105
110.217;-7.953;13;105.7
110.217;-7.951;15;105.9
110.217;-7.949;15;106.1
110.217;-7.947;16;106.2
110.217;-7.945;16;106.4
110.217;-7.943;19;106.7
110.217;-7.941;18;107
110.217;-7.939;10;106
110.217;-7.937;8;106.2
110.217;-7.935;10;106.6
110.217;-7.933;17;107.7
110.217;-7.931;15;107.8
110.217;-7.929;17;108.3
110.217;-7.927;24;109.5
110.217;-7.925;27;109.9
110.217;-7.923;34;110.8
110.217;-7.921;46;112.5
110.217;-7.919;56;113.8
110.217;-7.917;63;115
110.217;-7.915;63;115.5
110.217;-7.913;57;115.1
110.217;-7.911;48;114.6
110.217;-7.909;49;115
110.217;-7.907;36;114.1
110.217;-7.905;33;114.2
